person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,predicted_loan_status,default_probability
23,32198,MORTGAGE,3.0,EDUCATION,B,1000,10.95,0,0.03,N,2,0,0.11446809919070816
21,12000,RENT,5.0,EDUCATION,A,3000,8.9,1,0.25,N,4,1,0.8758785307680571
21,12000,RENT,0.0,VENTURE,A,3000,7.88,1,0.25,N,3,1,0.8269388584226983
23,13200,RENT,0.0,DEBTCONSOLIDATION,C,3000,10.99,1,0.23,N,3,1,0.8472288857068545
21,32268,OWN,0.0,MEDICAL,A,8000,8.0,0,0.25,N,3,0,0.04585779097147939
23,14000,RENT,4.0,VENTURE,A,3000,7.74,1,0.21,N,3,1,0.8587909579965737
21,14400,RENT,2.0,MEDICAL,C,3000,13.43,1,0.21,Y,3,1,0.8035731053017281
22,32352,MORTGAGE,6.0,HOMEIMPROVEMENT,C,1000,15.27,1,0.03,Y,2,0,0.39612302398742416
21,14400,RENT,2.0,HOMEIMPROVEMENT,B,3000,9.63,1,0.21,N,2,1,0.9246834959830348
23,32388,MORTGAGE,0.0,EDUCATION,B,6000,10.71,0,0.19,N,4,0,0.1165395077896912
26,14400,RENT,1.0,VENTURE,B,3000,10.99,1,0.21,N,2,1,0.8275862608297966
22,15000,RENT,3.0,EDUCATION,B,3000,9.91,1,0.2,N,3,1,0.8351620452373958
22,15000,RENT,2.0,VENTURE,A,3000,7.51,1,0.2,N,4,1,0.8546897526765405
22,32400,MORTGAGE,6.0,VENTURE,B,4200,10.99,0,0.13,N,4,0,0.05645068008465806
25,32400,MORTGAGE,9.0,PERSONAL,C,10000,13.99,0,0.31,Y,3,0,0.23682031012844587
25,32400,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4800,7.29,0,0.15,N,4,0,0.08134557049979568
22,32400,MORTGAGE,6.0,EDUCATION,A,3625,6.92,0,0.11,N,3,0,0.0687925063671519
21,32400,MORTGAGE,2.0,EDUCATION,A,10000,5.42,0,0.31,N,2,0,0.18791674087656107
22,16320,RENT,0.0,HOMEIMPROVEMENT,C,3000,13.92,1,0.18,Y,4,1,0.8910563031117156
26,17280,RENT,0.0,HOMEIMPROVEMENT,C,3000,10.99,1,0.17,N,4,1,0.882577284822252
25,17400,RENT,0.0,EDUCATION,B,3000,11.83,1,0.17,N,4,1,0.8139334729113011
23,17520,RENT,5.0,DEBTCONSOLIDATION,B,3000,10.37,1,0.17,N,4,1,0.8539356059955407
21,17916,RENT,1.0,MEDICAL,A,3000,6.0,1,0.17,N,3,1,0.809344295412953
23,18000,RENT,1.0,HOMEIMPROVEMENT,B,3000,11.71,1,0.17,N,4,1,0.9256830816452235
21,18000,RENT,0.0,DEBTCONSOLIDATION,A,3000,7.9,1,0.17,N,2,1,0.8297163260234532
22,32400,MORTGAGE,1.0,DEBTCONSOLIDATION,A,5500,10.99,0,0.17,N,2,0,0.09793883045259028
21,32400,MORTGAGE,5.0,PERSONAL,E,5000,16.0,1,0.15,N,2,1,0.571721980994716
24,18000,RENT,5.0,PERSONAL,C,3000,15.27,1,0.17,Y,2,1,0.7583182881669085
23,18000,RENT,1.0,HOMEIMPROVEMENT,D,3000,15.99,1,0.17,Y,2,1,0.9793083584881956
22,18000,RENT,0.0,MEDICAL,C,3000,13.99,1,0.17,Y,4,1,0.7794070658237733
26,32450,MORTGAGE,5.0,MEDICAL,A,3250,6.99,0,0.1,N,4,0,0.08215585336079213
22,18000,RENT,3.0,DEBTCONSOLIDATION,B,3000,10.59,1,0.17,N,3,1,0.8451136356481467
23,18000,RENT,4.0,PERSONAL,C,3000,13.06,1,0.17,N,2,1,0.8278396701445979
22,18000,RENT,2.0,VENTURE,B,3000,10.99,1,0.17,N,2,1,0.8216554595252904
22,18000,RENT,1.0,PERSONAL,B,3000,11.86,1,0.17,N,2,1,0.8083030814138347
25,32500,MORTGAGE,3.0,EDUCATION,A,12500,7.9,0,0.38,N,4,0,0.19362966277737143
21,18008,RENT,1.0,MEDICAL,B,3000,9.7,1,0.17,N,2,1,0.8033597050903617
22,32500,MORTGAGE,6.0,DEBTCONSOLIDATION,A,2500,6.99,0,0.08,N,3,0,0.1002482942445787
21,18864,RENT,0.0,HOMEIMPROVEMENT,B,3000,10.99,1,0.16,N,4,1,0.89909682503427
22,32500,MORTGAGE,5.0,DEBTCONSOLIDATION,B,14500,11.99,0,0.45,N,4,0,0.18720690288382497
22,19000,RENT,5.0,VENTURE,C,3000,13.06,1,0.16,N,2,1,0.8054333710404579
23,19200,RENT,3.0,VENTURE,C,3000,12.99,1,0.16,Y,2,1,0.7258193854653164
23,19200,RENT,0.0,PERSONAL,B,3000,9.99,1,0.16,N,3,1,0.7484076921454296
24,32500,MORTGAGE,6.0,MEDICAL,C,6600,12.73,0,0.2,N,4,0,0.14038586223354407
26,32500,MORTGAGE,8.0,MEDICAL,C,3000,13.22,0,0.09,N,4,0,0.15687147652674704
26,32500,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3500,8.59,0,0.11,N,2,0,0.1657741027659759
21,19200,RENT,0.0,PERSONAL,B,3000,10.99,1,0.16,N,2,1,0.7359025164001224
22,19200,RENT,0.0,HOMEIMPROVEMENT,E,3000,10.99,1,0.16,Y,3,1,0.9427260160641815
22,20000,RENT,2.0,EDUCATION,C,3000,13.11,0,0.15,N,4,0,0.1695815984982922
21,20004,RENT,2.0,EDUCATION,B,3000,10.37,0,0.15,N,3,0,0.12515557326607815
24,20004,RENT,3.0,VENTURE,C,3000,10.99,0,0.15,N,4,0,0.17129983437468602
23,20800,RENT,0.0,DEBTCONSOLIDATION,B,3000,11.46,0,0.14,N,4,0,0.15902729753002695
25,32760,MORTGAGE,6.0,VENTURE,B,6000,10.59,0,0.18,N,2,0,0.058760162173683066
26,21000,RENT,3.0,PERSONAL,B,3000,10.59,0,0.14,N,2,0,0.1467389143035226
23,21000,RENT,2.0,DEBTCONSOLIDATION,C,3000,12.68,0,0.14,Y,2,0,0.1984899393159558
22,21600,RENT,2.0,EDUCATION,C,3000,13.49,0,0.14,N,3,0,0.1601571113792469
21,32900,MORTGAGE,2.0,MEDICAL,B,3000,9.99,0,0.09,N,2,0,0.1290086725274052
22,32968,OWN,6.0,EDUCATION,A,16500,8.9,0,0.5,N,4,0,0.05522549805237058
24,22000,RENT,3.0,PERSONAL,B,3000,10.33,0,0.14,N,2,0,0.14550096932559956
22,22800,RENT,3.0,MEDICAL,A,3000,6.62,0,0.13,N,3,0,0.09522509794761284
22,23000,RENT,4.0,MEDICAL,A,3000,5.79,0,0.13,N,2,0,0.09373436175017401
24,23000,RENT,0.0,EDUCATION,A,3000,8.0,0,0.13,N,3,0,0.09812440353950612
22,33000,OWN,6.0,PERSONAL,B,12000,9.91,0,0.36,N,2,0,0.050395724314990425
24,30000,RENT,2.0,EDUCATION,A,3000,6.03,0,0.1,N,3,0,0.10158296959846128
22,30000,RENT,6.0,MEDICAL,B,3000,10.99,0,0.1,N,4,0,0.1548318950333407
24,30000,RENT,4.0,DEBTCONSOLIDATION,E,3000,19.29,1,0.1,Y,2,1,0.9194098988666084
24,30000,RENT,2.0,PERSONAL,A,3000,7.49,0,0.1,N,3,0,0.10229986410819425
22,33000,MORTGAGE,6.0,VENTURE,B,8875,10.65,0,0.27,N,4,0,0.07048038602336107
23,30000,RENT,2.0,VENTURE,A,3000,7.49,0,0.1,N,2,0,0.050461803052625015
24,30000,RENT,1.0,PERSONAL,B,3000,10.37,0,0.1,N,2,0,0.14778266519143315
23,30000,RENT,0.0,MEDICAL,A,3000,5.79,0,0.1,N,3,0,0.0934464214744343
25,30000,RENT,3.0,DEBTCONSOLIDATION,C,3000,12.98,0,0.1,N,3,0,0.1798773895136806
23,30000,RENT,3.0,MEDICAL,D,3000,15.2,1,0.1,Y,2,1,0.8007886460649202
21,30000,RENT,5.0,PERSONAL,B,3000,9.62,0,0.1,N,4,0,0.15109304807149526
25,30000,RENT,3.0,PERSONAL,C,3000,13.61,0,0.1,N,2,0,0.16826477011375235
22,30000,RENT,3.0,PERSONAL,B,3000,11.12,0,0.1,N,3,0,0.15829652628826382
21,30000,RENT,4.0,EDUCATION,D,3000,16.32,0,0.1,Y,3,0,0.41450619789866644
24,30000,RENT,8.0,MEDICAL,B,3000,11.86,0,0.1,N,4,0,0.1553281865615705
24,30000,RENT,1.0,DEBTCONSOLIDATION,C,3000,13.98,1,0.1,Y,2,0,0.18593880453891543
25,30000,RENT,4.0,MEDICAL,B,3000,10.99,0,0.1,N,4,0,0.1475189158382351
25,33000,MORTGAGE,6.0,EDUCATION,A,8000,6.62,0,0.24,N,4,0,0.08863997048135913
21,33000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,2000,14.27,1,0.06,N,4,0,0.40132751000754374
25,30000,RENT,4.0,HOMEIMPROVEMENT,B,3000,12.21,1,0.1,N,4,0,0.48713403861364085
21,30000,RENT,2.0,EDUCATION,B,3000,11.89,0,0.1,N,4,0,0.14366809791473345
25,33000,MORTGAGE,9.0,MEDICAL,B,3000,11.99,0,0.09,N,2,0,0.14267727442293865
24,30960,RENT,5.0,MEDICAL,D,3000,15.62,0,0.1,N,4,1,0.6386855291085857
25,33000,MORTGAGE,9.0,VENTURE,A,5000,8.49,0,0.15,N,3,0,0.05034222435245773
26,31131,RENT,0.0,MEDICAL,D,3000,13.36,1,0.1,Y,4,1,0.8482085726763684
22,31200,RENT,3.0,EDUCATION,B,3000,11.86,0,0.1,N,4,0,0.1471844065547873
23,31200,RENT,2.0,EDUCATION,B,3000,11.89,0,0.1,N,2,0,0.14607884862961368
22,31356,RENT,0.0,DEBTCONSOLIDATION,A,3000,7.68,0,0.1,N,4,0,0.10218686243261349
23,33000,MORTGAGE,3.0,PERSONAL,D,8325,15.99,0,0.25,N,3,0,0.3280954419028989
24,33000,MORTGAGE,3.0,PERSONAL,E,1250,19.29,0,0.04,N,4,0,0.3177034020948754
23,33000,MORTGAGE,4.0,EDUCATION,A,8000,7.49,0,0.24,N,3,0,0.08642529467078436
25,32000,RENT,3.0,DEBTCONSOLIDATION,A,3000,8.94,0,0.09,N,3,0,0.1061445202186714
24,32000,RENT,4.0,MEDICAL,C,3000,12.29,0,0.09,Y,2,0,0.15602374841811437
24,33000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,2050,13.49,1,0.06,N,2,0,0.35147428862003294
25,32004,RENT,0.0,DEBTCONSOLIDATION,A,3000,9.32,0,0.09,N,2,0,0.1049940419627592
23,32400,RENT,6.0,VENTURE,B,3000,10.0,0,0.09,N,2,0,0.08818801708495252
22,32400,RENT,5.0,PERSONAL,E,3000,16.45,0,0.09,N,3,1,0.6984824187187146
26,32640,RENT,7.0,VENTURE,B,3000,10.75,0,0.09,N,2,0,0.09073821866582822
26,33000,RENT,7.0,MEDICAL,A,3000,5.99,0,0.09,N,4,0,0.10190156348055232
22,33000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,12375,7.29,0,0.38,N,2,0,0.12514384655791988
25,33000,RENT,3.0,VENTURE,A,3000,5.99,0,0.09,N,2,0,0.055055394616222095
25,33000,RENT,6.0,PERSONAL,B,3000,10.95,0,0.09,N,4,0,0.16334635228666414
26,33189,RENT,4.0,EDUCATION,B,3000,11.12,0,0.09,N,2,0,0.15658270359919152
23,34008,RENT,5.0,VENTURE,B,3000,10.0,0,0.09,N,4,0,0.10238395060008834
22,34500,RENT,3.0,DEBTCONSOLIDATION,B,3000,11.83,0,0.09,N,2,0,0.1669073815367457
25,29000,RENT,9.0,MEDICAL,A,3000,6.62,1,0.1,N,2,0,0.1462359240213869
22,35000,RENT,0.0,EDUCATION,B,3000,10.99,0,0.09,N,2,0,0.09679044196047397
23,35000,RENT,4.0,PERSONAL,C,3000,13.85,0,0.09,N,3,0,0.1366455711175939
22,35000,RENT,5.0,EDUCATION,B,3000,10.01,0,0.09,N,2,0,0.09634286253011254
22,29244,RENT,0.0,DEBTCONSOLIDATION,D,3000,13.3,1,0.1,Y,2,1,0.8861579499915192
24,35256,RENT,2.0,DEBTCONSOLIDATION,B,3000,10.74,0,0.09,N,2,0,0.09842209579162371
22,36000,RENT,0.0,PERSONAL,B,3000,11.71,0,0.08,N,3,0,0.11388535119128539
23,36000,RENT,0.0,MEDICAL,A,3000,7.29,0,0.08,N,3,0,0.06417153881032149
26,36000,RENT,3.0,EDUCATION,A,3000,7.88,0,0.08,N,4,0,0.06732259416217574
24,36000,RENT,0.0,EDUCATION,C,3000,13.92,0,0.08,Y,3,0,0.13016947934684991
23,33000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,3000,14.35,0,0.09,Y,3,0,0.18624709672839765
24,36600,RENT,4.0,DEBTCONSOLIDATION,B,3000,9.33,0,0.08,N,2,0,0.09027333262795453
25,37000,RENT,2.0,MEDICAL,B,3000,11.71,0,0.08,N,2,0,0.10109646939141498
21,33000,MORTGAGE,5.0,PERSONAL,B,7800,9.88,0,0.24,N,2,0,0.12750941625767753
21,37000,RENT,0.0,EDUCATION,A,3000,6.39,0,0.08,N,3,0,0.061416815690239907
25,31000,RENT,1.0,HOMEIMPROVEMENT,B,3000,10.99,1,0.1,N,4,0,0.44366979962696024
24,38000,RENT,2.0,EDUCATION,C,3000,13.06,0,0.08,N,4,0,0.13300845447893275
21,38000,RENT,5.0,DEBTCONSOLIDATION,A,3000,7.05,0,0.08,N,4,0,0.06814586869008316
22,38000,RENT,0.0,EDUCATION,C,3000,10.28,0,0.08,N,3,0,0.13247705611409005
22,33000,MORTGAGE,4.0,EDUCATION,C,12500,14.26,0,0.38,N,2,0,0.3367428057690708
24,33000,MORTGAGE,0.0,MEDICAL,A,8125,8.59,0,0.25,N,4,0,0.0944277197155027
25,33000,MORTGAGE,4.0,EDUCATION,A,4400,8.0,0,0.13,N,3,0,0.06323851685206654
24,38400,RENT,8.0,PERSONAL,E,3000,17.56,0,0.08,Y,2,0,0.38842816694251525
25,38748,RENT,2.0,PERSONAL,A,3000,7.29,0,0.08,N,3,0,0.06814297264917794
24,33000,MORTGAGE,3.0,VENTURE,C,4000,13.04,0,0.12,N,4,0,0.13407182222399308
26,33000,RENT,2.0,MEDICAL,B,3000,11.49,1,0.09,N,3,0,0.16281893263016056
22,39996,RENT,4.0,PERSONAL,C,3000,14.35,0,0.08,Y,3,0,0.1313066204529904
26,33000,MORTGAGE,10.0,PERSONAL,A,7000,7.43,0,0.21,N,4,0,0.09665102677545535
23,33012,OWN,2.0,EDUCATION,B,12200,10.99,0,0.37,N,4,0,0.05021738259986675
23,40000,RENT,2.0,PERSONAL,C,3000,13.49,0,0.07,N,3,0,0.11881052121181859
24,40000,RENT,1.0,PERSONAL,B,3000,10.74,0,0.07,N,3,0,0.08612062671036591
21,40000,RENT,0.0,VENTURE,A,3000,10.99,0,0.07,N,3,0,0.041789609419265475
21,33168,MORTGAGE,6.0,PERSONAL,B,6425,9.63,0,0.19,N,3,0,0.12403698850790099
25,40000,RENT,2.0,MEDICAL,B,3000,10.25,0,0.07,N,2,0,0.07898571885624532
24,40000,RENT,1.0,MEDICAL,C,3000,14.22,0,0.07,N,4,0,0.12223682899704022
22,37000,RENT,2.0,DEBTCONSOLIDATION,E,3000,20.3,1,0.08,N,2,1,0.9101430985256586
23,43000,RENT,1.0,EDUCATION,A,3000,8.49,0,0.07,N,4,0,0.05738246197723834
22,37000,RENT,6.0,DEBTCONSOLIDATION,B,3000,11.11,1,0.08,N,2,0,0.11094232449992251
23,37000,RENT,7.0,EDUCATION,B,3000,10.75,1,0.08,N,4,0,0.10034976345669007
25,43200,RENT,3.0,PERSONAL,C,3000,13.8,0,0.07,Y,3,0,0.12199193684752388
22,43200,RENT,4.0,EDUCATION,C,3000,13.72,0,0.07,Y,3,0,0.11772963855779149
22,43500,RENT,0.0,EDUCATION,A,3000,5.42,0,0.07,N,3,0,0.05349072581010267
24,43500,RENT,1.0,PERSONAL,A,3000,8.0,0,0.07,N,2,0,0.05886084447189725
21,33280,MORTGAGE,5.0,VENTURE,C,11200,13.92,1,0.34,N,4,0,0.4285438862611374
23,43949,RENT,7.0,MEDICAL,B,3000,11.49,0,0.07,N,3,0,0.08647433803265986
23,44000,RENT,2.0,MEDICAL,B,3000,9.25,0,0.07,N,3,0,0.07727483483724107
23,33300,OWN,2.0,VENTURE,C,9000,13.57,0,0.27,Y,4,0,0.06788007635775462
25,33316,MORTGAGE,4.0,VENTURE,A,5000,6.54,0,0.15,N,2,0,0.029234382104782596
24,33321,OWN,4.0,VENTURE,C,12250,13.11,0,0.37,Y,4,0,0.05082974458364625
24,33360,MORTGAGE,6.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.18,N,3,0,0.1259351201807113
24,33360,MORTGAGE,7.0,HOMEIMPROVEMENT,A,2500,7.14,0,0.07,N,3,0,0.22904111078353495
25,45000,RENT,4.0,MEDICAL,A,3000,7.9,0,0.07,N,4,0,0.053220620478355435
24,33390,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,10.99,0,0.3,N,4,0,0.1533225719883446
24,45000,RENT,8.0,MEDICAL,A,3000,7.49,0,0.07,N,4,0,0.05216833805924568
24,45000,RENT,1.0,DEBTCONSOLIDATION,B,3000,9.99,0,0.07,N,4,0,0.07927211533180113
22,45000,RENT,3.0,PERSONAL,B,3000,11.99,0,0.07,N,4,0,0.08834710073659924
26,39000,RENT,11.0,EDUCATION,C,3000,10.99,1,0.08,Y,2,0,0.15431363802638898
24,39000,RENT,0.0,MEDICAL,D,3000,14.61,1,0.08,Y,4,1,0.8840287744296821
22,45000,RENT,2.0,EDUCATION,A,3000,10.99,0,0.07,N,3,0,0.06253376473737562
24,45000,RENT,4.0,VENTURE,A,3000,9.32,0,0.07,N,2,0,0.03170129534046986
21,39327,RENT,5.0,MEDICAL,D,3000,13.67,1,0.08,N,2,1,0.6876139151801032
23,33600,MORTGAGE,3.0,MEDICAL,A,4200,10.99,0,0.13,N,3,0,0.09238568654986037
24,39996,RENT,2.0,EDUCATION,C,3000,10.99,1,0.08,Y,3,0,0.14253529988753585
25,33600,MORTGAGE,9.0,MEDICAL,A,7125,7.51,0,0.21,N,3,0,0.10252974859223428
22,33600,OWN,1.0,MEDICAL,D,5000,18.25,0,0.15,N,2,0,0.215557502981486
24,33600,MORTGAGE,3.0,PERSONAL,A,2500,8.9,0,0.07,N,2,0,0.10258605597039443
25,46250,RENT,2.0,MEDICAL,A,3000,10.99,0,0.06,N,3,0,0.062188839481967656
23,33600,MORTGAGE,8.0,PERSONAL,A,8000,6.99,0,0.24,N,2,0,0.10855582084867577
22,47000,RENT,3.0,EDUCATION,A,3000,6.62,0,0.06,N,2,0,0.05125203859836787
21,47208,RENT,2.0,PERSONAL,C,3000,13.92,0,0.06,Y,2,0,0.11655277497405013
25,33600,OWN,9.0,VENTURE,A,9750,10.99,0,0.29,N,3,0,0.03172820811814349
26,47500,RENT,8.0,VENTURE,A,3000,6.76,0,0.06,N,2,0,0.031000232064234603
24,42000,RENT,9.0,DEBTCONSOLIDATION,E,3000,10.99,1,0.07,Y,3,1,0.7034325254904329
25,48000,RENT,2.0,DEBTCONSOLIDATION,A,3000,10.99,0,0.06,N,4,0,0.06048682981187591
22,48000,RENT,0.0,PERSONAL,C,3000,14.79,0,0.06,N,2,0,0.18911488315255884
25,48000,RENT,0.0,EDUCATION,C,3000,13.47,0,0.06,Y,4,0,0.11206331165385391
21,48000,RENT,2.0,EDUCATION,B,3000,9.76,0,0.06,N,4,0,0.07353916042595282
26,48000,RENT,4.0,MEDICAL,B,3000,10.14,0,0.06,N,3,0,0.07828543206583906
25,33600,MORTGAGE,1.0,VENTURE,B,12000,9.99,0,0.36,N,3,0,0.12649622251485262
22,49800,RENT,1.0,PERSONAL,A,3000,7.88,0,0.06,N,3,0,0.055810602919308054
25,50000,RENT,5.0,HOMEIMPROVEMENT,A,3000,6.03,0,0.06,N,3,0,0.09632203345361916
26,44000,RENT,0.0,HOMEIMPROVEMENT,A,3000,7.49,1,0.07,N,4,0,0.1997698025279485
23,50000,RENT,1.0,DEBTCONSOLIDATION,A,3000,8.49,0,0.06,N,2,0,0.05434741614150778
23,44000,RENT,4.0,DEBTCONSOLIDATION,A,3000,7.66,1,0.07,N,4,0,0.05543736031015196
23,50000,RENT,0.0,EDUCATION,A,3000,6.91,0,0.06,N,2,0,0.05402302709836581
22,33600,MORTGAGE,7.0,EDUCATION,A,10750,7.88,0,0.32,N,2,0,0.13644880797331962
23,44000,RENT,4.0,PERSONAL,B,3000,9.62,1,0.07,N,4,0,0.0806055174213975
22,33600,MORTGAGE,6.0,VENTURE,A,5000,7.14,0,0.15,N,3,0,0.03582995744796879
23,50000,RENT,6.0,EDUCATION,C,3000,10.99,0,0.06,Y,2,0,0.11054881344514465
26,50000,RENT,8.0,PERSONAL,B,3000,9.88,0,0.06,N,4,0,0.08306784077527642
22,50000,RENT,6.0,PERSONAL,B,3000,10.99,0,0.06,N,3,0,0.0853289371442704
24,51000,RENT,1.0,DEBTCONSOLIDATION,A,3000,8.9,0,0.06,N,2,0,0.05562446251332516
24,51600,RENT,8.0,HOMEIMPROVEMENT,B,3000,10.65,0,0.06,N,3,0,0.12278105425890848
24,51600,RENT,1.0,HOMEIMPROVEMENT,C,3000,12.68,0,0.06,Y,4,0,0.15150124268587312
24,51684,RENT,8.0,PERSONAL,B,3000,10.59,0,0.06,N,2,0,0.08457562582633223
22,45996,RENT,0.0,MEDICAL,D,3000,15.62,1,0.07,Y,2,1,0.9225265005552553
23,51996,RENT,1.0,DEBTCONSOLIDATION,B,3000,10.37,0,0.06,N,2,0,0.07986265598452379
22,33640,MORTGAGE,4.0,VENTURE,B,12000,10.65,0,0.36,N,3,0,0.11668262314891431
23,52000,RENT,0.0,EDUCATION,A,3000,5.99,0,0.06,N,2,0,0.053446151364489144
25,52000,RENT,1.0,DEBTCONSOLIDATION,C,3000,12.99,0,0.06,Y,4,0,0.1179104246973837
22,33685,MORTGAGE,6.0,EDUCATION,C,5000,13.85,0,0.15,N,3,0,0.1666232932965423
25,48600,RENT,0.0,MEDICAL,A,12000,10.99,0,0.25,N,4,0,0.05814471548294394
22,48609,RENT,6.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.25,N,3,0,0.05250386675284352
26,33800,MORTGAGE,9.0,VENTURE,A,14400,7.88,0,0.43,N,3,0,0.0924472473009579
23,48645,RENT,1.0,VENTURE,B,12000,10.25,0,0.25,N,4,0,0.052890064215468685
25,33800,MORTGAGE,2.0,EDUCATION,D,10000,15.31,0,0.3,N,4,0,0.34304129377382514
23,33800,OWN,4.0,EDUCATION,D,13000,15.31,0,0.38,Y,4,0,0.04896658395531876
23,48672,RENT,6.0,EDUCATION,A,12000,7.42,0,0.25,N,3,0,0.05371005547055183
23,33990,MORTGAGE,2.0,DEBTCONSOLIDATION,C,1000,10.59,1,0.03,N,2,0,0.19691702616985485
25,49600,RENT,9.0,EDUCATION,A,12000,7.14,0,0.24,N,4,0,0.05448939969510714
24,33996,MORTGAGE,8.0,VENTURE,D,4000,14.91,0,0.12,Y,2,0,0.36351952641240415
25,50000,RENT,3.0,PERSONAL,D,12000,16.77,0,0.24,N,3,0,0.31455094886998153
26,50000,RENT,1.0,VENTURE,B,12000,10.99,0,0.24,N,4,0,0.05245760867797083
21,33996,MORTGAGE,2.0,HOMEIMPROVEMENT,A,2500,7.88,1,0.07,N,3,0,0.32744157941318036
22,33996,OWN,0.0,VENTURE,D,10000,14.96,0,0.29,Y,3,0,0.09856995366480759
21,50000,RENT,0.0,PERSONAL,B,12000,11.71,0,0.24,N,3,0,0.0845067651917622
23,50000,RENT,0.0,EDUCATION,B,12000,10.59,0,0.24,N,3,0,0.07658311023166725
24,50000,RENT,3.0,EDUCATION,E,12000,17.14,0,0.24,N,4,0,0.3408741642297469
24,44000,RENT,3.0,DEBTCONSOLIDATION,C,12000,12.23,1,0.27,N,3,0,0.11960574049255909
23,50000,RENT,1.0,DEBTCONSOLIDATION,A,12000,6.54,0,0.24,N,3,0,0.058094418791858546
22,44000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.86,1,0.27,N,2,0,0.10032839755826167
24,50000,RENT,1.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.24,N,4,0,0.06715791077468741
25,50000,RENT,2.0,EDUCATION,A,12000,7.88,0,0.24,N,4,0,0.0522491938892084
23,44000,RENT,2.0,MEDICAL,D,12000,10.99,1,0.27,N,4,1,0.7720673937709088
25,50000,RENT,5.0,PERSONAL,A,12000,7.88,0,0.24,N,2,0,0.05565565584927026
23,50000,RENT,1.0,EDUCATION,C,12000,12.87,0,0.24,Y,2,0,0.1173205611815634
22,50004,RENT,6.0,PERSONAL,B,12000,10.0,0,0.24,N,2,0,0.07583777153074159
25,44004,RENT,3.0,MEDICAL,D,12000,15.31,1,0.27,Y,3,1,0.7478812201037962
23,44004,RENT,0.0,VENTURE,E,12000,16.0,1,0.27,N,2,1,0.8346841979032702
22,50361,RENT,6.0,EDUCATION,C,12000,12.73,0,0.24,N,4,0,0.1122720226531157
26,34000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,6.03,0,0.35,N,4,0,0.148798662588795
25,50400,RENT,7.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.24,N,3,0,0.07763243726320669
23,50500,RENT,1.0,VENTURE,B,12000,11.58,0,0.24,N,4,0,0.05363883912235745
25,34000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,12.42,0,0.29,N,3,0,0.14793132002068524
25,34000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,2500,6.03,0,0.07,N,2,0,0.1555710316382374
23,34000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,6.99,0,0.29,N,4,0,0.1133345795509488
23,51000,RENT,3.0,EDUCATION,C,12000,12.99,0,0.24,N,3,0,0.11251223331620128
22,45449,RENT,6.0,MEDICAL,B,12000,10.99,1,0.26,N,4,0,0.08098955004132734
25,51996,RENT,8.0,MEDICAL,B,12000,12.21,0,0.23,N,4,0,0.08174263232408775
24,52000,RENT,7.0,PERSONAL,A,12000,7.51,0,0.23,N,3,0,0.0558131759468559
25,34000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,2000,7.66,1,0.06,N,4,0,0.20266825918786335
22,52000,RENT,6.0,EDUCATION,B,12000,11.99,0,0.23,N,3,0,0.07520268690255957
23,34000,OWN,7.0,VENTURE,A,10950,7.29,0,0.32,N,2,0,0.04931391240330188
26,34000,MORTGAGE,5.0,PERSONAL,A,5000,5.79,0,0.15,N,4,0,0.09094401719796458
22,52000,RENT,1.0,EDUCATION,C,12000,13.61,0,0.23,Y,3,0,0.1175700412923595
26,34000,MORTGAGE,8.0,PERSONAL,A,6000,6.92,0,0.18,N,4,0,0.10409715876639107
22,52000,RENT,3.0,PERSONAL,C,12000,13.57,0,0.23,Y,2,0,0.12469730582800441
21,34000,MORTGAGE,5.0,EDUCATION,A,6000,6.76,0,0.18,N,2,0,0.10783321093719087
25,46800,RENT,5.0,HOMEIMPROVEMENT,C,12000,13.11,1,0.26,Y,4,0,0.27371371121869414
21,34000,MORTGAGE,5.0,PERSONAL,A,7200,6.76,1,0.21,N,2,0,0.13896006469965944
24,34000,MORTGAGE,1.0,PERSONAL,C,5100,14.35,0,0.15,N,4,0,0.21417512445225007
23,47000,RENT,7.0,DEBTCONSOLIDATION,D,12000,16.29,1,0.26,Y,3,1,0.8781120403648331
24,53000,RENT,6.0,VENTURE,B,12000,11.11,0,0.23,N,3,0,0.04845173674644335
26,53000,RENT,4.0,PERSONAL,D,12000,14.59,0,0.23,Y,3,0,0.3107502306281038
22,34000,MORTGAGE,5.0,MEDICAL,B,11500,10.99,0,0.34,N,2,0,0.17553213865978903
