Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target,escolari_mean,escolari_max,escolari_min,escolari_std,escolari_sum,age_mean,age_max,age_min,age_std,age_sum,rez_esc_mean,rez_esc_max,rez_esc_sum,dis_sum,dis_mean,male_sum,male_mean,female_sum,female_mean,phones_per_person,tablets_per_person,rooms_per_person,rent_per_person,children_ratio,elderly_ratio,adult_ratio
ID_838ff23f1,350000.0,0,7,0,1,1,1,1.0,0,1,1,0,3,3,0,4,4,4,4,13,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c80a8d026,0,4,0,4,0.0,0.0,13.0,11.75,0,0,0,0,0,0,0,1,0,4,1.0,0,0,1,0,0,1,0,1,4,1,0,0,0,0,0,1,0,52,169,2704,16,0,0,1.0,0.0,138.0625,2704,4,11.75,13,11,0.9574271077563379,47,30.25,52,22,14.522970311429637,121,0.0,0.0,0.0,0,0.0,1,0.25,3,0.75,1.0,0.25,1.75,87500.0,0.0,0.0,1.0
ID_0c66968d6,0.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,2,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,cd0157ab9,0,4,2,4,1.0,0.0,2.0,6.75,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,90,4,8100,16,0,0,1.7777778999999998,1.0,45.5625,8100,4,6.75,14,0,6.800735254367722,27,69.25,90,55,14.863265679744362,277,0.0,0.0,0.0,2,0.5,2,0.5,2,0.5,0.5,0.0,1.25,0.0,0.0,0.5,1.0
ID_0ab49d5df,0.0,0,6,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,7,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,d4283f728,0,2,2,2,8.0,7.0,0.0,6.5,0,0,0,1,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,77,49,5929,4,49,0,0.44444448,64.0,42.25,5929,4,6.5,7,6,0.7071067811865476,13,76.0,77,75,1.4142135623730951,152,0.0,0.0,0.0,2,1.0,1,0.5,1,0.5,0.5,0.0,3.0,0.0,0.0,1.0,1.0
ID_0b6d8a711,350000.0,0,5,0,1,1,1,1.0,1,1,2,0,1,1,1,2,3,3,3,15,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a944ce6f8,1,2,0,3,0.5,15.0,0.0,15.5,0,0,0,0,0,0,0,1,0,3,1.0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,40,225,1600,9,225,1,1.0,0.25,240.25,1600,4,10.333333333333334,16,0,8.962886439832502,31,25.333333333333332,40,3,19.65536398374076,76,0.0,0.0,0.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,116666.66666666667,0.3333333333333333,0.0,0.6666666666666666
ID_1480e5a59,270000.0,0,5,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,347ca480a,0,3,0,3,0.0,0.0,6.0,7.666666499999999,0,0,1,0,0,0,0,0,0,3,1.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,37,36,1369,9,0,0,1.0,0.0,58.777775,1369,4,7.666666666666667,11,6,2.8867513459481287,23,27.0,37,20,8.888194417315589,81,0.0,0.0,0.0,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1.0,0.0,1.6666666666666667,90000.0,0.0,0.0,1.0
ID_7892473a2,0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,10,0.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,249f9ffa4,0,2,0,2,0.0,10.0,0.0,10.0,0,0,0,1,0,0,0,0,0,2,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,60,100,3600,4,100,0,1.0,0.0,100.0,3600,4,10.0,10,10,0.0,20,57.5,60,55,3.5355339059327378,115,0.0,0.0,0.0,0,0.0,1,0.5,1,0.5,1.0,0.0,2.0,0.0,0.0,0.0,1.0
ID_a210a1791,170000.0,0,4,0,1,1,1,1.0,0,1,1,0,0,0,0,1,1,1,1,14,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27a4747da,0,1,0,1,0.0,14.0,0.0,14.0,0,0,0,0,0,0,0,1,0,1,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,30,196,900,1,196,0,1.0,0.0,196.0,900,4,14.0,14,14,,14,30.0,30,30,,30,0.0,0.0,0.0,0,0.0,1,1.0,0,0.0,1.0,1.0,4.0,170000.0,0.0,0.0,1.0
ID_b26f4e2f3,0.0,0,6,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,15,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91fc4c109,0,1,0,1,0.0,15.0,0.0,15.0,0,0,0,0,0,0,0,1,0,3,0.33333334,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,62,225,3844,1,225,0,0.11111112,0.0,225.0,3844,4,15.0,15,15,,15,62.0,62,62,,62,0.0,0.0,0.0,0,0.0,1,1.0,0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0
ID_fc631dd3b,110000.0,0,7,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,9,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,be07eda33,0,2,0,2,0.0,9.0,0.0,11.5,0,0,0,1,0,0,0,0,0,2,1.0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,35,81,1225,4,81,0,1.0,0.0,132.25,1225,4,11.5,14,9,3.5355339059327378,23,33.5,35,32,2.1213203435596424,67,0.0,0.0,0.0,0,0.0,1,0.5,1,0.5,1.0,0.0,3.5,55000.0,0.0,0.0,1.0
ID_195b75007,0.0,0,4,0,1,1,0,0.0,0,1,1,0,3,3,0,4,4,4,4,11,0.0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b03e62236,1,3,0,4,0.33333334,0.0,11.0,11.666667,0,0,0,0,1,0,0,0,0,2,2.0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,60,121,3600,16,0,1,4.0,0.11111112,136.11111,3600,2,8.75,11,6,2.629955639676583,35,38.25,60,18,22.336442569636436,153,0.0,0.0,0.0,0,0.0,1,0.25,3,0.75,1.0,0.0,1.0,0.0,0.25,0.0,0.75
ID_8d5ccd038,0.0,0,8,0,1,1,1,1.0,0,3,3,1,3,4,1,6,7,7,7,15,0.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9f313f493,2,5,0,7,0.40000001,0.0,15.0,10.6,0,0,0,0,0,0,0,1,0,4,1.75,1,0,0,0,0,1,1,1,5,1,0,0,0,0,0,1,0,43,225,1849,49,0,4,3.0625,0.16000001,112.36001,1849,4,8.428571428571429,15,0,4.859943170351647,59,25.571428571428573,44,4,14.292855358035156,179,0.5714285714285714,4.0,4.0,0,0.0,3,0.42857142857142855,4,0.5714285714285714,0.7142857142857143,0.14285714285714285,1.1428571428571428,0.0,0.2857142857142857,0.0,0.7142857142857143
ID_4f09c3596,0.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,10,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ea4957b4a,0,2,1,2,1.0,10.0,0.0,8.0,0,0,0,0,0,1,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,66,100,4356,4,100,0,0.44444448,1.0,64.0,4356,4,8.0,10,6,2.8284271247461903,16,64.0,66,62,2.8284271247461903,128,0.0,0.0,0.0,0,0.0,1,0.5,1,0.5,1.0,0.0,2.5,0.0,0.0,0.5,1.0
ID_1963a8702,0.0,0,3,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,6,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1670445b9,0,1,1,1,8.0,0.0,6.0,6.0,0,0,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,70,36,4900,1,0,0,1.0,64.0,36.0,4900,4,6.0,6,6,,6,70.0,70,70,,70,0.0,0.0,0.0,0,0.0,0,0.0,1,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0
ID_c094a029d,0.0,0,3,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,3,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,eaf319a82,0,1,0,1,0.0,0.0,3.0,3.0,0,1,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,61,9,3721,1,0,0,1.0,0.0,9.0,3721,2,3.0,3,3,,3,61.0,61,61,,61,0.0,0.0,0.0,1,1.0,0,0.0,1,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
ID_c1a051725,170000.0,0,5,0,1,1,0,0.0,0,2,2,0,0,0,0,2,2,2,2,11,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,dc0da7d89,1,1,0,2,1.0,11.0,0.0,20.0,0,0,0,0,1,0,0,0,0,3,0.66666669,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,20,121,400,4,121,1,0.44444448,1.0,400.0,400,4,10.0,11,9,1.4142135623730951,20,19.0,20,18,1.4142135623730951,38,0.0,0.0,0.0,0,0.0,2,1.0,0,0.0,1.0,0.0,2.5,85000.0,0.5,0.0,0.5
ID_efe69942a,0.0,0,6,0,1,1,0,0.0,0,2,2,1,2,3,1,4,5,5,5,6,0.0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43594ebab,1,4,1,5,0.66666669,6.0,0.0,9.75,0,0,1,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,72,36,5184,25,36,1,2.7777777,0.44444448,95.0625,5184,4,8.8,11,5,3.0331501776206204,44,39.0,72,11,25.0099980007996,195,0.0,0.0,0.0,0,0.0,2,0.4,3,0.6,0.6,0.0,1.2,0.0,0.2,0.2,0.8
ID_1644ee38a,150000.0,0,4,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4b64b46f5,0,3,0,3,0.0,6.0,0.0,9.0,0,0,1,0,0,0,0,0,0,3,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,54,36,2916,9,36,0,1.0,0.0,81.0,2916,4,9.0,12,6,3.0,27,40.666666666666664,54,20,18.147543451754935,122,0.0,0.0,0.0,1,0.3333333333333333,1,0.3333333333333333,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,50000.0,0.0,0.0,1.0
ID_8a69ce540,0.0,0,8,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,7,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,dc6ff5bb5,0,4,1,4,0.33333334,7.0,0.0,9.25,0,0,0,1,0,0,0,0,0,5,0.80000001,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,65,49,4225,16,49,0,0.64000005,0.11111112,85.5625,4225,4,9.25,11,7,1.7078251276599332,37,45.0,65,26,20.346989949375804,180,0.0,0.0,0.0,0,0.0,2,0.5,2,0.5,1.0,0.0,2.0,0.0,0.0,0.25,1.0
ID_11a9b7ec6,160000.0,0,5,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0fb516a6a,2,2,0,4,1.0,0.0,11.0,11.0,0,0,0,0,1,0,0,0,0,3,1.3333334,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,0,30,121,900,16,0,4,1.7777778999999998,1.0,121.0,900,4,6.25,11,0,5.619905100029122,25,19.75,34,5,14.38459824488215,79,0.0,0.0,0.0,0,0.0,2,0.5,2,0.5,1.0,0.0,1.25,40000.0,0.5,0.0,0.5
ID_619109093,250000.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4ea154bc1,1,2,0,3,0.5,6.0,0.0,8.5,0,0,1,0,0,0,0,0,0,2,1.5,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,42,36,1764,9,36,1,2.25,0.25,72.25,1764,3,5.666666666666667,11,0,5.507570547286102,17,25.666666666666668,42,5,18.876793513023692,77,0.0,0.0,0.0,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333,83333.33333333333,0.3333333333333333,0.0,0.6666666666666666
ID_a1d0a66e0,200000.0,0,5,0,1,1,1,2.0,1,2,3,2,2,4,3,4,7,7,7,8,0.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2e8b3463c,3,4,0,7,0.75,8.0,0.0,10.0,0,0,0,1,0,0,0,0,0,3,2.3333333,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,56,64,3136,49,64,9,5.4444442,0.5625,100.0,3136,4,6.857142857142857,12,0,4.336994790119514,48,26.571428571428573,56,3,19.780943210214073,186,0.0,0.0,0.0,0,0.0,3,0.42857142857142855,4,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.7142857142857143,28571.428571428572,0.42857142857142855,0.0,0.5714285714285714
ID_724319e27,0.0,0,6,0,1,1,0,0.0,0,2,2,0,0,0,0,2,2,2,2,10,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3bc82710c,0,2,0,2,0.0,10.0,0.0,9.5,0,0,0,1,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,29,100,841,4,100,0,1.0,0.0,90.25,841,4,9.5,10,9,0.7071067811865476,19,30.0,31,29,1.4142135623730951,60,0.0,0.0,0.0,0,0.0,2,1.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
ID_9a52fe8b7,0.0,0,8,0,1,1,1,1.0,1,0,1,0,3,3,1,3,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,371cc5e17,1,3,0,4,0.33333334,0.0,11.0,12.666667,0,0,0,0,1,0,0,0,0,5,0.80000001,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,46,121,2116,16,0,1,0.64000005,0.11111112,160.44446000000002,2116,4,10.0,16,2,5.830951894845301,40,28.25,46,8,16.214705259938174,113,0.0,0.0,0.0,0,0.0,1,0.25,3,0.75,1.0,0.25,2.0,0.0,0.25,0.0,0.75
ID_80b7d5d71,0.0,0,6,0,1,0,1,2.0,2,1,3,0,1,1,2,2,4,4,4,6,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6af8c1c50,2,2,0,4,1.0,6.0,0.0,8.5,0,0,1,0,0,0,0,0,0,4,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,46,36,2116,16,36,4,1.0,1.0,72.25,2116,4,5.0,11,1,4.546060565661952,20,26.75,46,7,21.669871557841162,107,0.0,0.0,0.0,0,0.0,3,0.75,1,0.25,0.5,0.5,1.5,0.0,0.5,0.0,0.5
ID_b0ae92849,100000.0,0,4,0,1,1,0,0.0,0,2,2,0,0,0,0,2,2,2,2,16,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b1951fcb7,0,2,0,2,0.0,16.0,0.0,13.5,0,0,0,0,0,0,0,1,0,2,1.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,51,256,2601,4,256,0,1.0,0.0,182.25,2601,4,13.5,16,11,3.5355339059327378,27,36.5,51,22,20.506096654409877,73,0.0,0.0,0.0,0,0.0,2,1.0,0,0.0,1.5,0.0,2.0,50000.0,0.0,0.0,1.0
ID_0c31ddd3a,145000.0,0,3,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,17,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,faa3a287f,0,1,0,1,0.0,0.0,17.0,17.0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,42,289,1764,1,0,0,1.0,0.0,289.0,1764,4,17.0,17,17,,17,42.0,42,42,,42,0.0,0.0,0.0,0,0.0,0,0.0,1,1.0,1.0,0.0,3.0,145000.0,0.0,0.0,1.0
ID_4e0033a22,0.0,0,11,0,1,1,1,2.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,04b02301b,0,3,1,3,0.5,0.0,6.0,11.0,0,0,1,0,0,0,0,0,0,4,0.75,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,69,36,4761,9,0,0,0.5625,0.25,121.0,4761,4,11.0,14,6,4.358898943540674,33,44.333333333333336,69,25,22.479620400116488,133,0.0,0.0,0.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,3.6666666666666665,0.0,0.0,0.3333333333333333,1.0
ID_1d02c6043,120000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,0,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49215c8ae,1,2,0,3,0.5,0.0,0.0,4.0,1,0,0,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,49,0,2401,9,0,1,2.25,0.25,16.0,2401,4,4.666666666666667,8,0,4.163331998932265,14,41.333333333333336,58,17,21.548395145191982,124,1.3333333333333333,4.0,4.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,40000.0,0.3333333333333333,0.0,0.6666666666666666
ID_0bf09b1be,120000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,7,0.0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5df0035ba,1,3,0,4,0.33333334,0.0,7.0,11.333333,0,0,0,1,0,0,0,0,0,3,1.3333334,0,0,1,0,0,0,1,1,5,1,0,0,0,0,0,1,0,34,49,1156,16,0,1,1.7777778999999998,0.11111112,128.44444,1156,4,8.5,11,7,1.9148542155126762,34,42.5,60,18,20.157711510321136,170,0.0,0.0,0.0,0,0.0,2,0.5,2,0.5,1.25,0.0,1.25,30000.0,0.25,0.0,0.75
ID_00958797d,0.0,0,8,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1480909ff,0,3,0,3,0.0,6.0,0.0,7.666666499999999,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,47,36,2209,9,36,0,2.25,0.0,58.777775,2209,4,7.666666666666667,11,6,2.886751345948129,23,40.333333333333336,48,26,12.423096769056148,121,0.0,0.0,0.0,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1.0,0.0,2.6666666666666665,0.0,0.0,0.0,1.0
